LOGRECNO,GEOID,Population 15 years and over in the United States,Median income 
17286,86000US22124,14482,70034
17287,86000US22125,560,56083
17288,86000US22134,7117,23312
17289,86000US22150,22391,35527
17290,86000US22151,13864,42258
17291,86000US22152,23509,49880
17292,86000US22153,25038,54208
17293,86000US22172,6970,39770
17294,86000US22180,18773,54974
17295,86000US22181,11944,60486
17296,86000US22182,20662,71269
17297,86000US22185,0,.
17298,86000US22191,46885,35475
17299,86000US22192,41711,50705
17300,86000US22193,57032,38133
17301,86000US22201,30543,68874
17302,86000US22202,19536,70775
17303,86000US22203,20601,58235
17304,86000US22204,41637,39966
17305,86000US22205,14322,60462
17306,86000US22206,17977,64390
17307,86000US22207,25870,71490
17308,86000US22209,11092,57321
17309,86000US22211,875,23662
17310,86000US22213,2719,61182
17311,86000US22214,120,25000
17312,86000US22301,9331,63542
17313,86000US22302,14928,56938
17314,86000US22303,11655,49615
17315,86000US22304,39061,46857
17316,86000US22305,12610,41136
17317,86000US22306,24542,31390
17318,86000US22307,8426,53988
17319,86000US22308,9887,79045
17320,86000US22309,25645,36001
17321,86000US22310,23862,55127
17322,86000US22311,15527,36972
17323,86000US22312,23774,34907
17324,86000US22314,26373,76699
17325,86000US22315,21420,65044
17326,86000US22401,21381,26009
17327,86000US22405,23345,42510
17328,86000US22406,16693,37724
17329,86000US22407,44189,34020
17330,86000US22408,20610,36751
17331,86000US22427,3340,22979
17332,86000US22432,331,22896
17333,86000US22433,185,44821
17334,86000US22435,2041,26404
17335,86000US22436,628,27768
17336,86000US22437,827,18704
17337,86000US22438,220,25034
17338,86000US22443,6900,24082
17339,86000US22448,586,23530
17340,86000US22454,1632,25303
17341,86000US22460,1314,24457
17342,86000US22469,1392,14238
17343,86000US22473,4435,23862
17344,86000US22476,527,18750
17345,86000US22480,885,29545
17346,86000US22482,2872,22512
17347,86000US22485,18158,40089
17348,86000US22488,1123,26091
17349,86000US22503,3687,26775
17350,86000US22504,162,19250
17351,86000US22508,11324,30664
17352,86000US22509,0,.
17353,86000US22511,1112,27500
17354,86000US22514,1963,23516
17355,86000US22520,4620,27332
17356,86000US22529,423,19135
17357,86000US22530,103,24712
17358,86000US22534,2348,27974
17359,86000US22535,327,35250
17360,86000US22538,156,29531
17361,86000US22539,1976,32212
17362,86000US22542,1056,23727
17363,86000US22546,12433,30160
17364,86000US22548,57,58795
17365,86000US22551,14437,28606
17366,86000US22553,10584,37894
17367,86000US22554,40094,44272
17368,86000US22556,19706,48526
17369,86000US22560,5138,20074
17370,86000US22567,2480,28188
17371,86000US22572,6381,23736
17372,86000US22576,1400,22208
17373,86000US22578,1942,27764
17374,86000US22579,57,94107
17375,86000US22580,4053,27565
17376,86000US22601,22933,24751
17377,86000US22602,22212,32286
17378,86000US22603,11591,27787
17379,86000US22610,1362,28951
17380,86000US22611,6811,32489
17381,86000US22620,1938,39943
17382,86000US22623,456,37344
17383,86000US22624,2188,30725
17384,86000US22625,3285,31006
17385,86000US22627,457,34141
17386,86000US22630,25129,29826
17387,86000US22637,1441,28087
17388,86000US22639,284,46094
17389,86000US22640,696,30703
17390,86000US22641,420,21389
17391,86000US22642,2889,37782
17392,86000US22643,84,48472
17393,86000US22644,2033,32318
17394,86000US22645,3018,29632
17395,86000US22646,246,56053
17396,86000US22650,940,23603
17397,86000US22652,1113,34079
17398,86000US22654,919,30542
17399,86000US22655,15176,37046
17400,86000US22656,1976,25479
17401,86000US22657,8827,29356
17402,86000US22660,1537,27762
17403,86000US22663,1500,27458
17404,86000US22664,7244,20109
17405,86000US22701,24781,30478
17406,86000US22709,715,26955
17407,86000US22711,10,.
17408,86000US22712,6442,30474
17409,86000US22713,1279,31691
17410,86000US22714,959,26848
17411,86000US22715,1497,36743
17412,86000US22716,895,32304
17413,86000US22718,462,32708
17414,86000US22719,424,25903
17415,86000US22720,942,30625
17416,86000US22722,298,16188
17417,86000US22723,143,33942
17418,86000US22724,1429,23859
17419,86000US22726,530,14135
17420,86000US22727,3785,25854
17421,86000US22728,2618,41299
17422,86000US22729,1258,13750
17423,86000US22730,43,20855
17424,86000US22731,49,27356
17425,86000US22732,220,39333
17426,86000US22733,1313,34625
17427,86000US22734,2755,26230
17428,86000US22735,1382,26310
17429,86000US22736,660,39432
17430,86000US22737,2646,30379
17431,86000US22738,995,21908
17432,86000US22740,1028,21483
17433,86000US22741,157,19491
17434,86000US22742,1704,42661
17435,86000US22743,142,75625
17436,86000US22747,857,31613
17437,86000US22749,298,23077
17438,86000US22801,32736,14752
17439,86000US22802,23071,22417
17440,86000US22807,2449,2499
17441,86000US22810,656,22439
17442,86000US22811,395,16356
17443,86000US22812,7428,22025
17444,86000US22815,6667,26647
17445,86000US22820,153,15231
17446,86000US22821,4653,24978
17447,86000US22824,4927,25711
17448,86000US22827,7827,24288
17449,86000US22830,1628,19115
17450,86000US22831,853,24545
17451,86000US22832,1017,27917
17452,86000US22834,804,17361
17453,86000US22835,9721,20991
17454,86000US22840,3966,32080
17455,86000US22841,2372,26847
17456,86000US22842,4320,23998
17457,86000US22843,1881,24080
17458,86000US22844,3606,22553
17459,86000US22845,0,.
17460,86000US22846,1417,32036
17461,86000US22847,704,24417
17462,86000US22849,3788,23988
17463,86000US22850,677,22969
17464,86000US22851,5098,16231
17465,86000US22853,3881,21962
17466,86000US22901,25596,36131
17467,86000US22902,17867,31300
17468,86000US22903,34921,22938
17469,86000US22904,4985,2499
17470,86000US22911,13570,40326
17471,86000US22920,3675,32013
17472,86000US22922,1875,24714
17473,86000US22923,3206,34769
17474,86000US22931,268,39620
17475,86000US22932,5950,34428
17476,86000US22935,497,20550
17477,86000US22936,3896,41848
17478,86000US22937,1454,27887
17479,86000US22938,1389,26071
17480,86000US22939,4079,29417
17481,86000US22940,853,28833
17482,86000US22942,6923,28818
17483,86000US22943,259,24432
17484,86000US22946,192,39142
17485,86000US22947,3405,34655
17486,86000US22948,182,34886
17487,86000US22949,1072,22396
17488,86000US22952,1773,20931
17489,86000US22958,1396,32824
17490,86000US22959,1147,24977
17491,86000US22960,9157,21996
17492,86000US22963,12132,35922
17493,86000US22964,91,27232
17494,86000US22967,1543,18125
17495,86000US22968,8169,32626
17496,86000US22969,995,27072
17497,86000US22971,1298,22733
17498,86000US22972,200,30046
17499,86000US22973,5459,27667
17500,86000US22974,4990,29457
17501,86000US22976,137,11875
17502,86000US22980,25918,25332
17503,86000US22989,123,53728
17504,86000US23002,8996,26354
17505,86000US23004,722,30577
17506,86000US23005,12724,26631
17507,86000US23009,5040,35303
17508,86000US23011,1583,21270
17509,86000US23015,3347,35387
17510,86000US23021,347,24792
17511,86000US23022,1083,23343
17512,86000US23023,234,28393
17513,86000US23024,6930,26419
17514,86000US23025,214,33571
17515,86000US23027,1055,19630
17516,86000US23030,4285,23705
17517,86000US23032,221,25000
17518,86000US23035,1103,24328
17519,86000US23038,1216,24219
17520,86000US23039,875,29429
17521,86000US23040,3541,24392
17522,86000US23043,1232,26719
17523,86000US23045,11,.
17524,86000US23047,1495,32883
17525,86000US23050,571,36667
17526,86000US23055,730,25255
17527,86000US23056,417,41858
17528,86000US23059,24959,45092
17529,86000US23060,26582,41663
17530,86000US23061,16832,31211
17531,86000US23062,1982,32968
17532,86000US23063,4599,25819
17533,86000US23064,43,21058
17534,86000US23065,1698,33214
17535,86000US23066,466,31691
17536,86000US23068,310,40536
17537,86000US23069,3290,26614
17538,86000US23070,726,40774
17539,86000US23071,1390,34399
17540,86000US23072,10088,27805
17541,86000US23075,8712,26384
17542,86000US23076,768,24962
17543,86000US23079,375,23409
17544,86000US23083,1094,25772
17545,86000US23084,1361,25776
17546,86000US23085,367,20354
17547,86000US23086,2294,30043
17548,86000US23089,4032,24970
17549,86000US23091,226,23750
17550,86000US23092,462,26771
17551,86000US23093,10411,26991
17552,86000US23102,2934,29180
17553,86000US23103,3801,41989
17554,86000US23106,763,26932
17555,86000US23108,210,30938
17556,86000US23109,1951,25271
17557,86000US23110,709,28932
17558,86000US23111,29043,36135
17559,86000US23112,38074,41076
17560,86000US23113,19287,46890
17561,86000US23114,13998,43747
17562,86000US23115,147,18125
17563,86000US23116,21925,43488
17564,86000US23117,7794,27292
17565,86000US23119,215,16758
17566,86000US23120,4670,42976
17567,86000US23123,1309,19813
17568,86000US23124,2725,29961
17569,86000US23125,79,43011
17570,86000US23126,234,17100
17571,86000US23128,1044,32692
17572,86000US23129,241,40833
17573,86000US23130,323,17094
17574,86000US23138,356,26184
17575,86000US23139,19365,34339
17576,86000US23140,4545,33843
17577,86000US23141,4891,39555
17578,86000US23146,2564,35135
17579,86000US23148,1696,30364
17580,86000US23149,2634,21685
17581,86000US23150,9881,31200
17582,86000US23153,939,44483
17583,86000US23156,1250,31106
17584,86000US23160,3132,5730
17585,86000US23161,62,44167
17586,86000US23163,248,25000
17587,86000US23168,5254,34877
17588,86000US23169,1282,22904
17589,86000US23173,2268,3192
17590,86000US23175,1367,25226
17591,86000US23176,531,23953
17592,86000US23177,574,21406
17593,86000US23180,487,19050
17594,86000US23181,4472,32986
17595,86000US23185,40229,28062
17596,86000US23187,155,4229
17597,86000US23188,32473,36269
17598,86000US23192,5399,32762
17599,86000US23219,2791,13456
17600,86000US23220,32676,15302
17601,86000US23221,12966,34975
17602,86000US23222,20812,19757
17603,86000US23223,38217,22789
17604,86000US23224,27496,18078
17605,86000US23225,33035,26404
17606,86000US23226,12679,40795
17607,86000US23227,21511,29362
17608,86000US23228,28342,25604
17609,86000US23229,26698,34832
17610,86000US23230,4610,31285
17611,86000US23231,28220,30033
17612,86000US23233,23129,47112
17613,86000US23234,33407,25031
17614,86000US23235,24820,37268
17615,86000US23236,21169,36554
17616,86000US23237,17418,27019
17617,86000US23238,21252,36586
17618,86000US23250,0,.
17619,86000US23294,13808,31338
17620,86000US23301,1233,25276
17621,86000US23302,15,.
17622,86000US23303,833,37170
17623,86000US23304,143,37759
17624,86000US23306,752,31319
17625,86000US23307,522,21471
17626,86000US23308,1786,21795
17627,86000US23310,3901,23241
17628,86000US23313,117,11719
17629,86000US23314,5653,36451
17630,86000US23315,1245,25554
17631,86000US23316,204,10729
17632,86000US23320,43142,37519
17633,86000US23321,26963,35551
17634,86000US23322,50775,38657
17635,86000US23323,27133,31982
17636,86000US23324,16676,21614
17637,86000US23325,14383,28460
17638,86000US23336,2466,24422
17639,86000US23337,261,16181
17640,86000US23347,590,20795
17641,86000US23350,2821,18866
17642,86000US23354,191,28750
17643,86000US23356,891,26080
17644,86000US23357,509,26250
17645,86000US23358,17,.
17646,86000US23359,799,18073
17647,86000US23389,136,13839
17648,86000US23395,232,20395
17649,86000US23398,52,65455
17650,86000US23401,104,16875
17651,86000US23405,893,23580
17652,86000US23407,368,30438
17653,86000US23408,38,12273
17654,86000US23409,5,.
17655,86000US23410,2187,25103
17656,86000US23413,799,24565
17657,86000US23414,160,20699
17658,86000US23415,1370,27449
17659,86000US23416,346,31102
17660,86000US23417,3204,24713
17661,86000US23418,639,27500
17662,86000US23420,2259,19145
17663,86000US23421,3990,21720
17664,86000US23422,206,31607
17665,86000US23423,227,14080
17666,86000US23426,172,21042
17667,86000US23427,203,19531
17668,86000US23430,14072,32330
17669,86000US23432,1097,35593
17670,86000US23433,728,33952
17671,86000US23434,37379,28142
17672,86000US23435,21274,39554
17673,86000US23436,906,44542
17674,86000US23437,3565,26830
17675,86000US23438,1601,25532
17676,86000US23440,440,19609
17677,86000US23441,31,.
17678,86000US23442,1196,25868
17679,86000US23451,36010,36846
17680,86000US23452,48141,31362
17681,86000US23453,26944,33373
17682,86000US23454,50264,32292
17683,86000US23455,40249,33730
17684,86000US23456,40838,39701
17685,86000US23457,3754,40400
17686,86000US23459,713,33964
17687,86000US23460,829,20055
17688,86000US23461,168,21875
17689,86000US23462,49377,30626
17690,86000US23464,58266,34081
17691,86000US23480,258,15476
17692,86000US23486,148,14464
17693,86000US23487,5328,24180
17694,86000US23488,128,11580
17695,86000US23502,18440,22354
17696,86000US23503,29810,26177
17697,86000US23504,17745,14166
17698,86000US23505,24244,26777
17699,86000US23507,7146,32275
17700,86000US23508,17754,18343
17701,86000US23509,11039,26800
17702,86000US23510,6097,35088
17703,86000US23511,8489,22336
17704,86000US23513,25338,22704
17705,86000US23517,3833,30491
17706,86000US23518,24750,28361
17707,86000US23523,5768,15912
17708,86000US23551,477,20455
17709,86000US23601,19942,26717
17710,86000US23602,31797,32210
17711,86000US23603,2787,31178
17712,86000US23604,5332,21633
17713,86000US23605,11248,25826
17714,86000US23606,24469,25637
17715,86000US23607,18461,17471
17716,86000US23608,33710,30264
17717,86000US23651,503,45156
17718,86000US23661,11462,24708
17719,86000US23662,9847,39880
17720,86000US23663,11784,23571
17721,86000US23664,7690,35775
17722,86000US23665,3622,28586
17723,86000US23666,40424,31723
17724,86000US23669,34988,25096
17725,86000US23690,2917,24367
17726,86000US23691,84,60521
17727,86000US23692,15270,38594
17728,86000US23693,19014,46139
17729,86000US23696,3086,44417
17730,86000US23701,19934,24170
17731,86000US23702,8739,21887
17732,86000US23703,22084,29476
17733,86000US23704,14476,17801
17734,86000US23707,11096,28338
17735,86000US23708,313,20417
17736,86000US23709,64,21818
17737,86000US23801,3434,27360
17738,86000US23803,32752,22349
17739,86000US23805,16464,26074
17740,86000US23806,2061,3279
17741,86000US23821,1308,20389
17742,86000US23824,6481,22394
17743,86000US23827,1235,17579
17744,86000US23828,321,27917
17745,86000US23829,2238,17500
17746,86000US23830,964,28878
17747,86000US23831,26866,35315
17748,86000US23832,25360,35936
17749,86000US23833,2074,23819
17750,86000US23834,20953,31387
17751,86000US23836,9201,40522
17752,86000US23837,3679,22746
17753,86000US23838,12836,41652
17754,86000US23839,672,30924
17755,86000US23840,1457,32604
17756,86000US23841,3618,22061
17757,86000US23842,6021,30655
17758,86000US23843,445,20694
17759,86000US23844,578,14286
17760,86000US23845,200,24773
17761,86000US23846,462,33333
17762,86000US23847,13713,16501
17763,86000US23850,567,28017
17764,86000US23851,10928,21453
17765,86000US23856,814,17125
17766,86000US23857,642,20670
17767,86000US23860,25411,23710
17768,86000US23866,1777,27953
17769,86000US23867,1963,24716
17770,86000US23868,6578,14051
17771,86000US23872,1962,17921
17772,86000US23874,817,20375
17773,86000US23875,8700,31689
17774,86000US23876,443,31118
17775,86000US23878,980,29286
17776,86000US23879,553,30338
17777,86000US23881,1538,25142
17778,86000US23882,1652,26717
17779,86000US23883,2451,28281
17780,86000US23884,89,63125
17781,86000US23885,2283,36857
17782,86000US23887,273,35208
17783,86000US23888,1621,21380
17784,86000US23889,313,13225
17785,86000US23890,4076,16143
17786,86000US23891,2183,2499
17787,86000US23893,217,21007
17788,86000US23894,366,35938
17789,86000US23897,517,30500
17790,86000US23898,2127,24643
17791,86000US23899,314,17955
17792,86000US23901,13795,16931
17793,86000US23909,2023,2576
17794,86000US23915,776,17386
17795,86000US23917,3213,15473
17796,86000US23919,2261,21761
